ParticipantNo,Trial,AttendedColor,Reward,EventType,Response,RT
36,395,2,1,2,1,659
36,397,1,0,1,0,NaN
36,397,1,0,2,2,592
36,399,2,0,1,3,NaN
36,400,1,0,2,0,NaN
36,400,1,0,1,1,534
36,400,1,0,2,0,NaN
36,401,1,0,1,1,784
36,401,1,0,1,0,NaN
36,402,1,0,2,0,NaN
36,402,1,0,1,1,616
36,402,1,0,2,0,NaN
36,403,2,0,2,0,NaN
36,403,2,0,1,0,NaN
36,403,2,0,2,1,493
36,404,2,0,2,1,384
36,404,2,0,1,0,NaN
36,405,2,0,2,1,617
36,406,1,0,1,0,NaN
36,406,1,0,2,0,NaN
36,406,1,0,1,1,625
36,407,1,0,2,0,NaN
36,407,1,0,1,1,450
36,407,1,0,2,0,NaN
36,408,2,0,2,1,458
36,408,2,0,1,0,NaN
36,409,2,0,1,3,NaN
36,409,2,0,1,3,NaN
36,411,1,0,1,0,NaN
36,411,1,0,2,2,434
36,413,2,0,2,0,NaN
36,413,2,0,1,0,NaN
36,413,2,0,2,1,559
36,414,1,0,1,1,767
36,415,1,0,2,0,NaN
36,415,1,0,1,0,NaN
36,415,1,0,2,2,475
36,416,2,0,1,3,NaN
36,418,2,0,2,0,NaN
36,418,2,0,2,1,525
36,420,2,0,1,3,NaN
36,421,2,0,1,0,NaN
36,421,2,0,2,0,NaN
36,421,2,0,2,1,483
36,423,2,0,2,1,550
36,423,2,0,1,0,NaN
36,424,1,0,2,2,534
36,424,1,0,2,0,NaN
36,426,2,0,1,0,NaN
36,426,2,0,2,1,865
36,427,2,0,2,1,683
36,427,2,0,1,0,NaN
36,428,1,0,1,0,NaN
36,428,1,0,1,0,NaN
36,428,1,0,2,2,500
36,429,1,0,2,3,NaN
36,430,2,0,1,0,NaN
36,430,2,0,2,1,726
36,431,2,0,1,3,NaN
36,432,2,0,2,0,NaN
36,432,2,0,2,1,584
36,432,2,0,1,0,NaN
36,433,2,0,2,0,NaN
36,433,2,0,2,0,NaN
36,433,2,0,2,1,567
36,434,1,0,2,3,NaN
36,435,2,0,1,3,NaN
36,435,2,0,1,3,NaN
36,437,2,0,2,0,NaN
36,437,2,0,2,1,467
36,437,2,0,1,0,NaN
36,439,2,0,2,0,NaN
36,441,2,0,2,1,491
36,442,2,0,2,1,500
36,446,1,0,2,0,NaN
36,446,1,0,1,0,NaN
36,448,1,0,1,0,NaN
36,450,1,0,1,1,608
36,450,1,0,2,0,NaN
36,450,1,0,2,0,NaN
36,451,1,0,1,0,NaN
36,451,1,0,1,0,NaN
36,451,1,0,2,3,NaN
36,452,1,0,2,2,484
36,455,1,0,1,0,NaN
36,459,1,0,2,0,NaN
36,459,1,0,1,1,542
36,459,1,0,2,0,NaN
36,464,1,0,1,1,709
36,464,1,0,2,0,NaN
36,465,1,0,2,0,NaN
36,465,1,0,1,1,467
36,466,1,0,1,1,725
36,468,2,0,2,0,NaN
36,468,2,0,2,1,451
36,469,1,0,2,3,NaN
36,470,2,0,1,0,NaN
36,470,2,0,1,0,NaN
36,470,2,0,2,1,525
36,471,1,0,1,1,842
36,471,1,0,2,0,NaN
36,473,2,0,1,0,NaN
36,473,2,0,2,1,700
36,473,2,0,1,0,NaN
36,476,2,0,1,0,NaN
36,476,2,0,2,1,575
36,477,1,0,1,0,NaN
36,477,1,0,1,1,608
36,478,2,0,1,0,NaN
36,478,2,0,2,1,533
36,479,2,0,2,0,NaN
36,479,2,0,2,1,508
36,481,2,0,2,0,NaN
36,481,2,0,2,1,524
36,481,2,0,1,0,NaN
36,482,2,0,1,3,NaN
36,486,1,0,1,0,NaN
36,486,1,0,1,1,633
36,488,2,0,2,1,842
36,494,1,0,1,0,NaN
36,494,1,0,1,1,651
36,495,1,0,2,3,NaN
36,496,1,0,1,0,NaN
36,496,1,0,2,2,584
36,496,1,0,1,0,NaN
36,500,2,0,1,2,824
36,501,1,0,1,0,NaN
36,501,1,0,2,0,NaN
36,501,1,0,1,1,775
36,502,2,0,2,1,567
36,503,2,0,2,0,NaN
36,503,2,0,2,1,491
36,504,1,0,2,3,NaN
36,504,1,0,2,3,NaN
36,504,1,0,2,3,NaN
36,505,2,0,1,0,NaN
36,505,2,0,2,1,658
36,506,1,0,2,3,NaN
36,506,1,0,2,3,NaN
36,506,1,0,2,3,NaN
36,508,1,0,2,0,NaN
36,508,1,0,1,1,734
36,508,1,0,1,0,NaN
36,512,2,0,1,0,NaN
36,512,2,0,2,1,608
36,513,1,0,1,0,NaN
36,513,1,0,2,0,NaN
36,513,1,0,1,1,492
36,515,1,0,1,1,708
36,519,2,0,2,0,NaN
36,519,2,0,2,1,442
36,519,2,0,1,0,NaN
36,520,1,0,1,0,NaN
36,520,1,0,1,1,516
36,521,1,0,2,3,NaN
36,521,1,0,1,0,NaN
36,522,1,0,2,3,NaN
36,523,2,0,1,0,NaN
36,523,2,0,2,1,726
36,524,1,0,1,0,NaN
36,524,1,0,2,2,409
36,525,2,0,1,2,575
36,531,1,0,1,0,NaN
36,532,1,0,2,0,NaN
36,532,1,0,1,1,549
36,532,1,0,2,0,NaN
36,533,2,0,1,3,NaN
36,533,2,0,1,3,NaN
36,535,1,0,2,3,NaN
36,537,1,0,2,3,NaN
36,537,1,0,2,3,NaN
36,539,2,0,1,3,NaN
36,539,2,0,1,3,NaN
36,539,2,0,1,3,NaN
36,540,1,0,2,2,684
36,540,1,0,2,0,NaN
36,541,2,0,1,3,NaN
36,543,1,0,2,0,NaN
36,543,1,0,2,0,NaN
36,543,1,0,1,1,700
36,544,1,0,2,0,NaN
36,544,1,0,2,0,NaN
36,544,1,0,1,1,500
36,547,2,0,1,3,NaN
36,547,2,0,1,3,NaN
36,547,2,0,1,3,NaN
36,548,1,0,2,0,NaN
36,548,1,0,1,1,625
36,551,2,0,1,3,NaN
36,551,2,0,1,3,NaN
36,554,1,0,2,0,NaN
36,554,1,0,2,0,NaN
36,554,1,0,1,1,642
36,555,2,0,2,1,609
36,555,2,0,1,0,NaN
36,558,2,0,2,0,NaN
36,558,2,0,2,0,NaN
36,558,2,0,2,1,426
36,559,2,0,2,1,558
36,560,2,0,1,3,NaN
36,560,2,0,1,3,NaN
36,563,2,0,2,1,633
36,563,2,0,1,0,NaN
36,563,2,0,1,0,NaN
36,567,1,0,1,0,NaN
36,568,1,0,2,2,409
36,569,2,0,1,0,NaN
36,569,2,0,2,1,467
36,572,2,0,2,0,NaN
36,572,2,0,2,1,701
36,572,2,0,1,0,NaN
36,573,2,0,1,3,NaN
36,574,1,0,1,1,676
36,574,1,0,2,0,NaN
36,575,2,0,2,0,NaN
36,575,2,0,2,1,558
36,575,2,0,1,0,NaN
36,577,1,0,1,1,625
36,579,1,0,2,0,NaN
36,579,1,0,1,1,516
36,580,1,0,2,3,NaN
36,581,1,0,1,1,767
36,581,1,0,2,0,NaN
36,582,1,0,1,1,650
36,582,1,0,2,0,NaN
36,583,1,0,1,1,600
36,586,1,0,1,0,NaN
36,586,1,0,1,1,767
36,587,2,0,1,3,NaN
36,588,2,0,2,0,NaN
36,588,2,0,2,1,450
36,589,2,0,1,0,NaN
36,589,2,0,2,1,509
36,590,1,0,1,0,NaN
36,592,2,0,1,3,NaN
36,592,2,0,1,3,NaN
36,594,2,0,1,0,NaN
36,594,2,0,2,1,583
36,597,1,0,1,0,NaN
36,597,1,0,1,1,557
36,597,1,0,2,0,NaN
36,598,2,0,1,0,NaN
36,598,2,0,2,1,467
36,599,2,0,1,3,NaN
36,599,2,0,1,3,NaN
36,600,1,0,1,0,NaN
36,600,1,0,2,0,NaN
37,1,1,0,2,0,NaN
37,1,1,0,1,1,500
37,2,2,0,1,3,NaN
37,3,1,0,2,3,NaN
37,7,1,0,1,0,NaN
37,7,1,0,1,1,434
37,8,1,0,2,3,NaN
37,8,1,0,2,3,NaN
37,9,2,0,2,1,483
37,10,2,0,1,3,NaN
37,10,2,0,2,0,NaN
37,13,2,0,1,3,NaN
37,13,2,0,1,3,NaN
37,13,2,0,1,3,NaN
37,14,1,0,1,0,NaN
37,14,1,0,1,1,842
37,16,1,0,1,0,NaN
37,16,1,0,2,2,541
37,17,2,0,1,0,NaN
37,17,2,0,1,0,NaN
37,17,2,0,2,1,675
37,18,1,0,1,1,508
37,20,2,0,2,1,433
37,23,1,0,1,1,475
37,23,1,0,2,0,NaN
37,26,2,0,1,3,NaN
37,26,2,0,1,3,NaN
37,27,1,0,1,0,NaN
37,27,1,0,2,0,NaN
37,27,1,0,2,2,474
37,28,2,0,2,1,618
37,28,2,0,1,0,NaN
37,29,1,0,2,3,NaN
37,30,1,0,2,0,NaN
37,30,1,0,2,0,NaN
37,30,1,0,1,1,517
37,31,1,0,2,3,NaN
37,31,1,0,2,3,NaN
37,32,2,0,1,3,NaN
37,35,1,0,1,1,684
37,35,1,0,2,0,NaN
37,36,2,0,1,0,NaN
37,36,2,0,2,0,NaN
37,36,2,0,2,1,451
37,37,2,0,1,0,NaN
37,37,2,0,2,0,NaN
37,37,2,0,2,1,467
37,38,2,0,2,1,692
37,38,2,0,1,0,NaN
37,40,2,0,2,1,550
37,41,1,0,1,1,375
37,41,1,0,2,0,NaN
37,42,1,0,2,3,NaN
37,43,2,0,1,2,600
37,43,2,0,1,0,NaN
37,44,2,0,1,3,NaN
37,44,2,0,1,3,NaN
37,46,2,0,1,3,NaN
37,46,2,0,1,3,NaN
37,46,2,0,1,3,NaN
37,47,1,0,2,0,NaN
37,47,1,0,1,1,517
37,49,1,0,2,3,NaN
37,49,1,0,2,3,NaN
37,50,1,0,2,3,NaN
37,50,1,0,2,3,NaN
37,50,1,0,2,3,NaN
37,51,2,0,2,1,591
37,51,2,0,1,0,NaN
37,52,2,0,1,3,NaN
37,54,1,0,1,1,567
37,54,1,0,2,0,NaN
37,54,1,0,2,0,NaN
37,57,1,0,1,0,NaN
37,57,1,0,1,1,442
37,58,2,0,1,3,NaN
37,58,2,0,1,3,NaN
37,60,1,0,1,1,607
37,62,1,0,1,1,492
37,63,2,0,2,0,NaN
37,63,2,0,1,0,NaN
37,63,2,0,2,1,509
37,65,2,0,2,1,434
37,67,2,0,2,1,492
37,68,1,0,2,3,NaN
37,68,1,0,2,3,NaN
37,69,1,0,1,1,658
37,73,2,0,2,0,NaN
37,73,2,0,2,0,NaN
37,73,2,0,2,1,525
37,74,2,0,2,0,NaN
37,74,2,0,2,1,450
37,75,1,0,2,0,NaN
37,75,1,0,1,0,NaN
37,75,1,0,1,1,441
37,77,2,0,1,3,NaN
37,77,2,0,1,3,NaN
37,77,2,0,1,3,NaN
37,78,2,0,1,0,NaN
37,78,2,0,2,1,476
37,78,2,0,1,0,NaN
37,80,1,0,2,2,559
37,80,1,0,2,0,NaN
37,81,1,0,1,0,NaN
37,81,1,0,1,0,NaN
37,81,1,0,1,1,434
37,85,2,0,2,1,525
37,85,2,0,1,0,NaN
37,87,2,0,1,3,NaN
37,88,2,0,2,1,500
37,89,2,0,1,0,NaN
37,89,2,0,1,0,NaN
37,89,2,0,1,2,525
37,90,1,0,1,0,NaN
37,91,1,0,2,3,NaN
37,91,1,0,2,3,NaN
37,92,1,0,2,3,NaN
37,95,2,0,1,0,NaN
37,95,2,0,2,1,509
37,96,1,0,1,0,NaN
37,96,1,0,2,2,384
37,97,1,0,1,0,NaN
37,97,1,0,1,0,NaN
37,97,1,0,1,1,425
37,98,2,0,1,3,NaN
37,99,2,0,1,0,NaN
37,99,2,0,2,0,NaN
37,99,2,0,1,2,441
37,101,1,0,1,0,NaN
37,101,1,0,1,1,409
37,106,2,0,2,1,541
37,106,2,0,1,0,NaN
37,109,2,0,2,1,534
37,109,2,0,1,0,NaN
37,111,1,0,1,0,NaN
37,111,1,0,1,1,441
37,112,1,0,1,0,NaN
37,112,1,0,1,1,467
37,114,2,0,2,0,NaN
37,114,2,0,2,0,NaN
37,114,2,0,2,1,476
37,115,2,0,2,0,NaN
37,115,2,0,2,1,450
37,117,2,0,2,1,441
37,118,2,0,1,2,800
37,118,2,0,1,0,NaN
37,119,1,0,2,0,NaN
37,119,1,0,1,0,NaN
37,119,1,0,1,1,384
37,120,1,0,2,3,NaN
37,121,2,0,2,1,549
37,123,1,0,2,0,NaN
37,123,1,0,1,1,467
37,124,2,0,2,0,NaN
37,124,2,0,2,0,NaN
37,124,2,0,2,1,392
37,126,2,0,2,1,476
37,128,1,0,1,0,NaN
37,128,1,0,2,2,400
37,129,2,0,1,3,NaN
37,130,2,0,1,0,NaN
37,130,2,0,2,1,584
37,132,1,0,1,1,401
37,132,1,0,2,0,NaN
37,132,1,0,2,0,NaN
37,134,1,0,1,0,NaN
37,134,1,0,2,2,474
37,134,1,0,1,0,NaN
37,135,2,0,1,0,NaN
37,135,2,0,1,0,NaN
37,135,2,0,2,1,458
37,136,1,0,1,1,450
37,137,1,0,2,3,NaN
37,139,1,0,1,0,NaN
37,139,1,0,1,1,467
37,140,2,0,2,0,NaN
37,140,2,0,1,0,NaN
37,140,2,0,2,1,351
37,141,2,0,2,1,442
37,141,2,0,1,0,NaN
37,143,1,0,2,3,NaN
37,143,1,0,2,3,NaN
37,143,1,0,2,3,NaN
37,144,1,0,1,1,492
37,145,1,0,2,2,500
37,152,2,0,2,0,NaN
37,152,2,0,2,1,616
37,153,1,0,2,0,NaN
37,153,1,0,1,0,NaN
37,153,1,0,1,1,384
37,154,1,0,2,3,NaN
37,155,1,0,1,1,443
37,155,1,0,2,0,NaN
37,155,1,0,2,0,NaN
37,156,1,0,1,1,458
37,157,2,0,2,1,500
37,159,2,0,1,0,NaN
37,159,2,0,2,1,450
37,165,2,0,1,0,NaN
37,165,2,0,1,0,NaN
37,165,2,0,2,1,616
37,166,1,0,2,3,NaN
37,166,1,0,2,3,NaN
37,167,1,0,2,0,NaN
37,167,1,0,1,1,591
37,167,1,0,2,0,NaN
37,168,1,0,1,0,NaN
37,168,1,0,1,0,NaN
37,168,1,0,2,2,509
37,170,1,0,1,1,533
37,173,1,0,2,0,NaN
37,173,1,0,1,1,433
37,175,2,0,2,1,566
37,175,2,0,1,0,NaN
37,176,2,0,2,1,517
37,177,2,0,1,0,NaN
37,177,2,0,2,1,450
37,179,2,0,1,0,NaN
37,179,2,0,2,0,NaN
37,179,2,0,2,1,484
37,180,2,0,2,0,NaN
37,180,2,0,2,1,367
37,185,2,0,1,3,NaN
37,187,1,0,2,0,NaN
37,187,1,0,1,1,717
37,187,1,0,2,0,NaN
37,188,1,0,2,0,NaN
37,188,1,0,1,0,NaN
37,188,1,0,1,1,449
37,190,2,0,2,1,466
37,192,2,0,2,0,NaN
37,192,2,0,1,0,NaN
37,192,2,0,2,1,517
37,195,2,0,2,0,NaN
37,195,2,0,1,0,NaN
37,195,2,0,1,2,408
37,199,1,0,2,3,NaN
37,200,1,0,2,0,NaN
37,200,1,0,1,0,NaN
37,200,1,0,1,1,358
37,201,2,0,1,0,NaN
37,201,2,0,2,1,475
37,201,2,0,1,0,NaN
37,203,2,0,1,3,NaN
37,204,1,0,2,3,NaN
37,204,1,0,1,0,NaN
37,206,1,1,1,1,425
37,207,2,0,1,3,NaN
37,208,1,1,1,0,NaN
37,208,1,1,1,0,NaN
37,208,1,1,1,1,359
37,210,1,0,2,3,NaN
37,211,2,0,1,2,633
37,214,1,1,1,1,549
37,216,2,0,1,2,867
37,217,2,0,2,1,609
37,221,2,1,2,0,NaN
37,221,2,0,2,0,NaN
37,221,2,1,2,1,383
37,222,1,0,2,2,400
37,222,1,0,2,0,NaN
37,225,1,1,1,1,500
37,225,1,0,2,0,NaN
37,225,1,0,2,0,NaN
37,226,1,0,2,0,NaN
37,226,1,1,1,1,409
37,228,2,0,1,3,NaN
37,230,1,0,2,0,NaN
37,230,1,0,1,1,500
37,233,1,1,1,1,451
37,233,1,0,2,0,NaN
37,234,2,0,1,3,NaN
37,234,2,0,1,3,NaN
37,234,2,0,1,3,NaN
37,235,1,0,2,0,NaN
37,235,1,0,1,0,NaN
37,235,1,1,1,1,399
37,236,2,0,1,3,NaN
37,236,2,0,1,3,NaN
37,238,2,0,2,0,NaN
37,238,2,0,2,1,432
37,240,1,0,1,0,NaN
37,240,1,1,1,1,467
37,242,2,0,2,1,508
37,243,1,1,1,1,534
37,244,2,0,2,0,NaN
37,244,2,0,2,1,392
37,245,2,0,1,0,NaN
37,245,2,1,2,0,NaN
37,245,2,0,2,1,442
37,247,2,0,1,3,NaN
37,248,2,0,2,0,NaN
37,248,2,0,1,0,NaN
37,248,2,0,2,1,442
37,250,1,0,2,0,NaN
37,250,1,1,1,0,NaN
37,250,1,0,2,2,450
37,251,1,0,2,3,NaN
37,251,1,0,2,3,NaN
37,252,1,1,1,1,517
37,252,1,0,2,0,NaN
37,253,2,0,1,0,NaN
37,253,2,0,2,1,500
37,254,1,0,2,3,NaN
37,254,1,0,2,3,NaN
37,255,2,0,2,1,550
37,255,2,0,1,0,NaN
37,255,2,0,1,0,NaN
37,259,2,0,2,1,450
37,259,2,0,1,0,NaN
37,261,1,0,2,3,NaN
37,262,2,0,2,1,625
37,262,2,0,1,0,NaN
37,264,2,0,1,0,NaN
37,264,2,1,2,1,493
37,264,2,0,1,0,NaN
37,265,2,0,2,1,450
37,266,1,1,1,1,575
37,266,1,0,2,0,NaN
37,267,1,1,1,1,450
37,270,2,0,1,3,NaN
37,273,1,1,1,0,NaN
37,273,1,0,2,2,474
37,274,2,0,1,0,NaN
37,274,2,0,2,1,551
37,275,2,0,2,1,467
37,276,2,0,1,0,NaN
37,276,2,0,2,1,458
37,276,2,0,1,0,NaN
37,277,1,0,2,2,601
37,278,2,0,2,0,NaN
37,278,2,0,2,0,NaN
37,278,2,1,2,1,449
37,279,1,0,1,0,NaN
37,279,1,1,1,1,757
37,280,1,1,1,0,NaN
37,280,1,1,1,0,NaN
37,280,1,0,2,2,434
37,281,2,0,2,0,NaN
37,281,2,0,2,1,558
37,282,1,1,1,0,NaN
37,282,1,0,2,2,475
37,282,1,0,2,0,NaN
37,286,1,1,1,0,NaN
37,286,1,0,1,1,375
37,286,1,0,2,0,NaN
37,287,1,1,1,1,493
37,287,1,0,2,0,NaN
37,287,1,0,2,0,NaN
37,288,1,1,1,1,542
37,288,1,0,2,0,NaN
37,289,1,0,2,3,NaN
37,292,2,0,2,1,509
37,292,2,0,1,0,NaN
37,296,1,0,2,3,NaN
37,297,1,1,1,0,NaN
37,297,1,1,1,1,399
37,297,1,0,2,0,NaN
37,302,2,0,2,0,NaN
37,302,2,0,2,0,NaN
37,302,2,0,2,1,491
37,303,1,1,1,0,NaN
37,303,1,0,2,2,525
37,304,2,0,2,0,NaN
37,304,2,1,2,1,542
37,304,2,0,1,0,NaN
37,306,2,0,1,0,NaN
37,306,2,0,2,1,467
37,307,1,0,2,2,599
37,308,1,0,2,0,NaN
37,308,1,1,1,1,525
37,309,1,0,2,3,NaN
37,309,1,0,2,3,NaN
37,310,2,0,1,3,NaN
37,312,1,1,1,1,484
37,312,1,0,2,0,NaN
37,313,1,0,2,2,475
37,313,1,0,2,0,NaN
37,314,1,0,2,0,NaN
37,314,1,1,1,0,NaN
37,314,1,0,1,1,416
37,315,2,0,1,0,NaN
37,315,2,0,2,1,416
37,317,2,0,1,0,NaN
37,317,2,1,2,0,NaN
37,317,2,0,2,1,524
37,318,2,0,1,3,NaN
37,322,2,0,2,1,491
37,322,2,0,1,0,NaN
37,323,2,0,1,0,NaN
37,323,2,0,2,1,474
37,324,1,0,2,0,NaN
37,324,1,1,1,1,458
37,325,1,1,1,0,NaN
37,325,1,0,2,0,NaN
37,325,1,0,2,2,367
37,327,1,0,2,3,NaN
37,328,1,0,1,0,NaN
37,328,1,0,2,0,NaN
37,328,1,1,1,1,367
37,329,1,1,1,0,NaN
37,329,1,1,1,1,458
37,329,1,0,2,0,NaN
37,330,2,0,2,1,483
37,332,1,1,1,1,467
37,333,1,0,2,3,NaN
37,336,1,1,1,0,NaN
37,336,1,1,1,1,424
37,338,1,1,1,0,NaN
37,338,1,1,1,0,NaN
37,338,1,1,1,1,400
37,340,1,0,2,3,NaN
37,342,2,0,1,3,NaN
37,342,2,0,1,3,NaN
37,342,2,0,1,3,NaN
37,343,1,1,1,1,492
37,345,2,0,2,0,NaN
37,345,2,0,2,1,400
37,348,1,0,2,3,NaN
37,349,2,0,1,3,NaN
37,349,2,0,1,3,NaN
37,351,2,0,2,1,667
37,353,2,0,2,0,NaN
37,353,2,0,1,0,NaN
37,353,2,0,2,1,475
37,354,1,1,1,1,491
37,356,1,0,2,0,NaN
37,356,1,1,1,1,492
37,357,1,0,1,0,NaN
37,357,1,0,2,0,NaN
37,357,1,1,1,1,525
37,359,1,0,2,0,NaN
37,359,1,1,1,1,500
37,360,2,0,1,2,667
37,360,2,0,1,0,NaN
37,362,2,0,1,0,NaN
37,362,2,0,2,1,425
37,364,2,0,1,2,592
37,364,2,0,2,0,NaN
37,365,2,1,2,0,NaN
37,365,2,0,2,1,384
37,367,2,0,1,0,NaN
37,367,2,0,1,2,449
37,368,2,0,1,0,NaN
37,368,2,0,2,1,443
37,370,1,1,1,1,483
37,374,1,0,1,0,NaN
37,374,1,1,1,0,NaN
37,374,1,0,2,2,416
37,375,2,0,1,2,568
37,375,2,0,1,0,NaN
37,375,2,0,1,0,NaN
37,377,2,0,1,3,NaN
37,382,2,1,2,1,517
37,382,2,0,1,0,NaN
37,383,2,0,1,0,NaN
37,383,2,1,2,1,467
37,384,2,0,1,0,NaN
37,384,2,0,2,0,NaN
37,384,2,0,2,1,449
37,386,1,0,2,0,NaN
37,386,1,0,1,1,467
37,387,1,0,2,3,NaN
37,387,1,0,2,3,NaN
37,387,1,0,2,3,NaN
37,388,2,1,2,0,NaN
37,388,2,0,1,0,NaN
37,388,2,0,1,2,467
37,392,2,0,1,0,NaN
37,392,2,0,2,1,524
37,393,2,0,2,1,608
37,395,2,0,2,0,NaN
37,395,2,0,1,0,NaN
37,395,2,1,2,1,533
37,396,1,0,2,0,NaN
37,396,1,1,1,1,433
37,397,2,0,1,2,475
37,400,1,0,2,0,NaN
37,400,1,0,1,1,434
37,400,1,0,2,0,NaN
37,401,2,0,1,0,NaN
37,401,2,0,2,1,483
37,402,2,0,2,0,NaN
37,402,2,0,2,1,416
37,404,2,0,2,0,NaN
37,404,2,0,1,0,NaN
37,404,2,0,2,1,392
37,406,1,0,2,2,733
37,407,1,0,2,0,NaN
37,407,1,0,1,1,558
37,408,1,0,2,3,NaN
37,408,1,0,2,3,NaN
37,409,2,0,1,3,NaN
37,413,2,0,1,0,NaN
37,413,2,0,1,2,358
37,414,1,0,1,1,700
37,414,1,0,2,0,NaN
37,414,1,0,2,0,NaN
37,415,1,0,2,0,NaN
37,415,1,0,2,0,NaN
37,415,1,0,1,1,517
37,416,1,0,2,0,NaN
37,416,1,0,1,1,442
37,416,1,0,2,0,NaN
37,417,1,0,1,0,NaN
37,417,1,0,1,1,391
37,420,1,0,2,3,NaN
37,421,1,0,1,0,NaN
37,421,1,0,2,0,NaN
37,421,1,0,1,1,408
37,422,1,0,2,3,NaN
37,422,1,0,2,3,NaN
37,423,1,0,2,0,NaN
37,423,1,0,1,0,NaN
37,423,1,0,1,1,367
37,424,2,0,1,2,608
37,424,2,0,1,0,NaN
37,425,1,0,2,3,NaN
37,425,1,0,2,3,NaN
37,426,1,0,1,1,433
37,426,1,0,2,0,NaN
37,428,2,0,2,0,NaN
37,428,2,0,2,1,416
37,429,1,0,1,0,NaN
37,429,1,0,2,0,NaN
37,429,1,0,1,1,408
37,430,1,0,1,0,NaN
37,430,1,0,2,0,NaN
37,430,1,0,1,1,467
37,431,2,0,1,0,NaN
37,431,2,0,2,1,399
37,431,2,0,1,0,NaN
37,432,1,0,2,0,NaN
37,432,1,0,1,1,450
37,433,2,0,1,0,NaN
37,433,2,0,2,0,NaN
37,433,2,0,2,1,475
37,434,1,0,2,0,NaN
37,434,1,0,2,0,NaN
37,434,1,0,2,2,441
37,435,2,0,1,0,NaN
37,435,2,0,1,0,NaN
37,435,2,0,2,1,475
37,438,2,0,2,0,NaN
37,438,2,0,2,1,424
37,439,1,0,1,1,391
37,440,1,0,1,1,400
37,440,1,0,2,0,NaN
37,441,1,0,1,1,449
37,441,1,0,2,0,NaN
37,444,2,0,1,3,NaN
37,444,2,0,1,3,NaN
37,444,2,0,1,3,NaN
37,445,2,0,2,0,NaN
37,445,2,0,2,0,NaN
37,445,2,0,2,1,351
37,446,1,0,2,2,425
37,448,1,0,2,0,NaN
37,448,1,0,1,1,551
37,449,1,0,1,0,NaN
37,449,1,0,1,1,459
37,452,1,0,1,1,443
37,454,1,0,1,0,NaN
37,454,1,0,2,3,NaN
37,455,2,0,2,1,409
37,455,2,0,1,0,NaN
37,456,1,0,2,2,451
37,460,2,0,1,3,NaN
37,460,2,0,1,3,NaN
37,461,2,0,2,0,NaN
37,461,2,0,2,1,474
37,464,1,0,2,0,NaN
37,464,1,0,1,0,NaN
37,464,1,0,2,2,341
37,466,1,0,2,3,NaN
37,467,2,0,1,0,NaN
37,467,2,0,1,0,NaN
37,467,2,0,2,1,666
37,471,1,0,2,3,NaN
37,471,1,0,2,3,NaN
37,472,1,0,2,0,NaN
37,472,1,0,1,1,533
37,477,2,0,1,3,NaN
37,478,1,0,2,0,NaN
37,478,1,0,1,1,442
37,481,1,0,2,3,NaN
37,481,1,0,2,3,NaN
37,482,1,0,1,1,592
37,484,2,0,2,1,424
37,485,2,0,1,3,NaN
37,486,2,0,1,3,NaN
37,487,1,0,1,0,NaN
37,487,1,0,1,0,NaN
37,487,1,0,1,1,483
37,488,2,0,2,1,476
37,488,2,0,1,0,NaN
37,489,2,0,1,3,NaN
37,489,2,0,1,3,NaN
37,489,2,0,1,3,NaN
37,492,1,0,2,0,NaN
37,492,1,0,2,2,392
37,492,1,0,2,0,NaN
37,493,2,0,2,0,NaN
37,493,2,0,1,3,NaN
37,494,2,0,1,3,NaN
37,495,2,0,1,0,NaN
37,495,2,0,2,1,483
37,496,2,0,1,0,NaN
37,496,2,0,2,0,NaN
37,496,2,0,2,1,458
37,497,2,0,2,1,433
37,501,2,0,1,0,NaN
37,501,2,0,2,1,508
37,502,2,0,2,1,449
37,502,2,0,1,0,NaN
37,503,1,0,1,1,425
37,503,1,0,2,0,NaN
37,506,1,0,2,0,NaN
37,506,1,0,1,1,451
37,510,1,0,1,1,450
37,512,2,0,1,0,NaN
37,512,2,0,2,1,384
37,516,2,0,2,0,NaN
37,516,2,0,2,1,443
37,518,2,0,1,3,NaN
37,518,2,0,1,3,NaN
37,519,2,0,2,1,500
37,524,1,0,1,0,NaN
37,524,1,0,2,2,409
37,524,1,0,2,0,NaN
37,527,1,0,1,1,474
37,529,1,0,1,0,NaN
37,529,1,0,1,1,475
37,530,2,0,1,0,NaN
37,530,2,0,1,2,508
37,532,1,0,1,0,NaN
37,532,1,0,2,2,492
37,534,1,0,1,0,NaN
37,534,1,0,1,1,392
37,535,2,0,1,0,NaN
37,535,2,0,1,2,484
37,535,2,0,1,0,NaN
37,537,2,0,1,0,NaN
37,537,2,0,2,0,NaN
37,537,2,0,2,1,400
37,538,2,0,2,0,NaN
37,538,2,0,2,1,459
37,540,2,0,2,0,NaN
37,540,2,0,2,1,417
37,541,1,0,1,1,516
37,542,1,0,2,0,NaN
37,542,1,0,1,1,592
37,543,2,0,1,0,NaN
37,543,2,0,2,0,NaN
37,543,2,0,2,1,484
37,544,1,0,2,3,NaN
37,546,1,0,2,3,NaN
37,548,1,0,1,1,450
37,549,2,0,2,1,500
37,549,2,0,1,0,NaN
37,551,2,0,1,3,NaN
37,552,2,0,1,3,NaN
37,552,2,0,1,3,NaN
37,553,1,0,2,0,NaN
37,553,1,0,2,0,NaN
37,553,1,0,1,1,600
37,554,1,0,1,1,559
37,555,2,0,1,3,NaN
